Model name;undefined x;undefined y;undefined z;EX_R x;EX_R y;EX_R z;EX_L x;EX_L y;EX_L z;EN_R x;EN_R y;EN_R z;EN_L x;EN_L y;EN_L z;PAS_R x;PAS_R y;PAS_R z;PAS_L x;PAS_L y;PAS_L z;PAI_R x;PAI_R y;PAI_R z;PAI_L x;PAI_L y;PAI_L z;G x;G y;G z;SN x;SN y;SN z;AL_R x;AL_R y;AL_R z;AL_L x;AL_L y;AL_L z;N x;N y;N z;PRN x;PRN y;PRN z;LS x;LS y;LS z;STO x;STO y;STO z;LI x;LI y;LI z;CH_R x;CH_R y;CH_R z;CH_L x;CH_L y;CH_L z;CP_R x;CP_R y;CP_R z;CP_L x;CP_L y;CP_L z;SL x;SL y;SL z;GN x;GN y;GN z;GOL_R x;GOL_R y;GOL_R z;GOL_L x;GOL_L y;GOL_L z;ZY_R x;ZY_R y;ZY_R z;ZY_L x;ZY_L y;ZY_L z;PG x;PG y;PG z;T_R x;T_R y;T_R z;T_L x;T_L y;T_L z;SA_R x;SA_R y;SA_R z;SA_L x;SA_L y;SA_L z;SBA_R x;SBA_R y;SBA_R z;SBA_L x;SBA_L y;SBA_L z;PA_R x;PA_R y;PA_R z;PA_L x;PA_L y;PA_L z;OBS_R x;OBS_R y;OBS_R z;OBS_L x;OBS_L y;OBS_L z;OBI_R x;OBI_R y;OBI_R z;OBI_L x;OBI_L y;OBI_L z;PRA_R x;PRA_R y;PRA_R z;PRA_L x;PRA_L y;PRA_L z;PUP_R x;PUP_R y;PUP_R z;PUP_L x;PUP_L y;PUP_L z;GNA x;GNA y;GNA z;GO2_R x;GO2_R y;GO2_R z;GO2_L x;GO2_L y;GO2_L z;V x;V y;V z;O x;O y;O z;RN_R x;RN_R y;RN_R z;RN_L x;RN_L y;RN_L z;EU2_R x;EU2_R y;EU2_R z;EU2_L x;EU2_L y;EU2_L z;RM_R x;RM_R y;RM_R z;RM_L x;RM_L y;RM_L z;P_L x;P_L y;P_L z
02062_01_ECA.obj;;;;-41.4245;46.4781;-36.4183;44.3167;46.8435;-34.8913;-16.5961;42.6407;-32.2264;18.0453;41.9647;-31.1039;-30.3591;48.5481;-30.4784;33.8619;47.7807;-27.7888;-31.1969;41.222;-32.8394;34.3402;40.3748;-30.5152;-0.0310942;59.0255;-8.67669;-0.00235404;-10.7824;-20.0278;-17.2566;1.02416;-19.7551;17.4059;-0.452625;-19.515;0.0043488;48.5383;-11.769;-0.108657;0.117213;-0.313047;0.0334454;-22.8783;-24.2784;0.0392162;-26.021;-31.8559;0.0204789;-32.9833;-36.216;-23.9201;-22.7307;-45.4015;24.9683;-23.9272;-45.0665;-6.23017;-20.4239;-24.4215;5.6878;-20.1847;-23.9679;-0.0577481;-38.149;-48.5453;0.10648;-58.4708;-56.0775;-56.3021;-16.823;-119.172;61.1013;-16.2062;-114.409;-52.9022;48.7448;-45.4834;56.9976;49.8893;-44.3135;0.080261;-50.5792;-47.9386;-72.5131;38.4258;-113.228;84.3125;40.669;-112.887;-86.6805;76.1742;-126.361;101.292;71.728;-119.395;-73.145;12.8474;-132.235;80.2961;10.5999;-122.556;-83.1911;61.2212;-149.652;98.7492;53.8359;-142.167;-78.4752;62.3056;-114.033;88.2718;60.1345;-109.54;-68.6287;10.2609;-123.851;75.7242;8.68847;-119.493;-75.6593;54.8703;-113.468;87.4519;52.9852;-110.944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02063_01_ECA.obj;;;;-47.519;36.7036;-34.951;43.9064;38.8362;-34.9729;-20.8412;35.9503;-31.9505;18.6069;35.7958;-32.0593;-35.9825;40.7771;-25.1784;33.7825;41.7062;-26.2788;-35.9469;32.0957;-29.0584;34.8827;33.0923;-30.092;-0.0122278;58.6211;-9.91157;-0.0406733;-10.953;-17.9859;-18.0649;-2.43232;-20.3404;16.6611;-2.18316;-19.3338;-0.0399998;40.3563;-16.7537;-0.00247714;0.0129403;-0.180835;0.0558057;-26.2119;-17.2411;-0.00867317;-32.9175;-24.5558;-0.02808;-41.7776;-23.4723;-27.7821;-33.2683;-37.2975;26.0299;-31.8806;-39.2954;-5.90245;-25.1351;-17.8249;6.4462;-25.1571;-18.1689;0.072843;-48.9366;-32.5591;-0.0124784;-75.7418;-41.7099;-68.4429;-33.1825;-106.846;61.707;-32.1664;-110.532;-56.411;37.4267;-41.7545;53.9537;39.4497;-45.8244;-0.00375066;-62.7383;-28.01;-81.5506;30.5827;-114.965;72.2858;33.6866;-117.614;-99.3766;56.5022;-119.881;86.2738;58.221;-124.829;-79.4701;-4.99856;-116.266;72.3801;-0.555218;-118.869;-103.695;39.6114;-134.954;89.335;39.0437;-140.278;-85.7952;47.1579;-109.567;77.1307;49.8737;-113.52;-78.2489;-4.91563;-118.542;72.1789;-0.757314;-119.984;-85.0812;42.4489;-109.826;74.5472;42.8699;-113.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02064_01_ECA.obj;;;;-38.4174;34.2652;-31.3435;38.1088;36.2688;-29.3491;-14.5574;32.9728;-28.5604;15.4042;34.3347;-28.5071;-27.5003;38.9068;-25.1628;28.1887;40.0111;-24.2226;-28.2306;30.62;-28.0058;28.0272;31.443;-26.8349;0.0468266;43.991;-8.7717;0.00847787;-9.02054;-19.5923;-16.1598;0.305323;-20.441;16.5916;0.456741;-19.0687;0.10108;35.6424;-12.4823;-0.088858;-0.0410325;-0.0117389;-0.0558713;-18.7732;-20.0712;0.106641;-22.7663;-24.8326;0.0163618;-30.2437;-24.4895;-21.4092;-22.7945;-36.4638;23.0739;-22.1341;-33.1638;-5.67845;-16.525;-20.827;4.78899;-17.588;-19.8602;-0.0700467;-37.8575;-32.7477;0.0667781;-58.543;-43.5951;-45.174;-19.5108;-97.4881;51.3667;-19.5526;-92.6512;-50.0551;36.0516;-42.4234;50.0928;38.9662;-37.8019;0.0960092;-48.2975;-34.3635;-59.6006;32.6352;-98.0939;64.9374;32.4953;-91.252;-73.6172;58.4658;-107.598;81.1494;61.0685;-97.8524;-57.4237;7.10239;-108.287;66.9917;6.50494;-96.6566;-69.345;46.597;-123.62;81.7259;46.377;-116.07;-65.3991;44.6562;-92.8415;75.7415;54.2826;-89.7914;-52.9428;4.57087;-103.496;61.0849;5.24458;-95.9267;-60.5037;39.8677;-94.6077;62.2304;45.3908;-95.4692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02066_01_ECA.obj;;;;-46.1631;34.8983;-40.6445;43.1384;34.5108;-41.6593;-19.5646;32.0344;-35.3755;17.7264;31.9873;-35.6546;-33.7069;38.1137;-32.1618;33.9778;37.9203;-31.9529;-34.5456;30.3771;-34.3805;34.1167;29.7016;-35.5113;0.0914928;53.5041;-16.5613;0.0464564;-11.0906;-17.1244;-16.9523;-1.75929;-19.9027;16.35;-3.62717;-21.6423;-0.0168203;38.5671;-21.2721;-0.167047;-0.0648034;-0.289652;0.0302136;-20.9603;-17.226;-0.0242089;-28.5609;-23.0502;-0.0278211;-37.4866;-25.2122;-25.2144;-31.315;-34.3704;22.9628;-31.6726;-37.7443;-5.73171;-19.2496;-17.62;5.73464;-19.8376;-18.2915;0.0104758;-41.2053;-31.645;-0.0178121;-68.3446;-39.031;-60.18;-37.217;-114.092;55.0963;-36.3404;-114.862;-59.5106;36.195;-50.5682;55.9623;35.4068;-52.1933;0.0253617;-52.6522;-27.7741;-75.6955;24.5839;-121.073;69.3559;28.5496;-125.37;-89.1454;51.3336;-134.39;83.5078;50.7563;-135.42;-74.6219;-5.73743;-124.742;67.4751;-7.09968;-128.254;-88.4522;32.1744;-151.823;80.3359;35.7351;-151.094;-82.6046;43.7136;-120.762;78.809;46.4626;-126.084;-68.4315;-6.55119;-121.175;62.5337;-7.18593;-122.02;-78.4288;35.0197;-120.956;69.7968;38.3791;-126.272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02072_01_ECA.obj;;;;-45.6432;37.0467;-39.0654;44.3267;33.9203;-38.813;-21.2692;36.1244;-36.7722;19.2421;33.8936;-36.548;-34.8355;40.4427;-33.1751;33.6683;36.8593;-33.5791;-35.3014;35.0339;-37.7317;33.6658;31.8372;-37.3673;0.00981317;53.2648;-9.97848;0.0201521;-11.7036;-18.9843;-20.5669;-3.20442;-21.3955;18.1372;-4.42548;-20.9459;-0.0707565;39.6876;-15.3143;-0.167351;-0.00418664;-0.299663;1.34638E-4;-27.4924;-18.1414;0.00370721;-32.9624;-22.6715;-0.00225138;-42.8181;-26.3396;-26.7434;-32.3242;-37.4529;25.1187;-32.8656;-37.1545;-6.41228;-25.9423;-18.6852;6.10907;-26.6526;-19.1488;-0.04335;-46.198;-33.9171;-0.0405271;-77.8251;-44.4188;-65.0867;-27.9545;-108.443;61.3644;-32.7223;-117.545;-62.2391;37.0717;-52.2871;62.5564;35.4566;-54.0328;-0.0794566;-64.9772;-31.1208;-75.7593;34.7849;-118.85;74.5282;31.8271;-121.447;-93.9742;65.4711;-129.051;94.2731;59.9576;-128.963;-84.3547;3.68481;-126.143;83.3383;1.41874;-126.212;-95.5663;44.8187;-149.977;95.2;42.0722;-146.957;-83.5229;55.5952;-116.113;83.1055;50.5423;-114.754;-75.7707;2.12036;-117.89;74.0842;-3.00073;-120.355;-80.6763;48.4161;-117.843;78.4108;41.4718;-116.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02074_01_ECA.obj;;;;-47.3321;43.3305;-38.9764;48.5087;41.7455;-37.9926;-18.1548;40.1135;-32.8794;17.8462;38.7356;-32.8148;-34.9832;46.8341;-29.4095;35.6986;46.647;-27.693;-34.9004;37.501;-31.6341;36.4465;35.9608;-30.5887;0.0398815;54.6942;-13.0732;-0.0472138;-9.83504;-19.9755;-19.5207;0.275065;-24.1236;16.8682;-2.7508;-21.7677;-0.0141754;46.6448;-16.3844;0.00125548;0.185492;-0.23167;-0.0661565;-26.4126;-24.9336;0.0726365;-31.2287;-29.9309;0.0277385;-40.5569;-29.921;-25.31;-30.1559;-42.8307;26.5951;-31.0422;-41.1024;-5.91147;-24.9475;-24.9905;5.41805;-26.0171;-24.8181;0.109745;-51.0658;-40.958;0.0825475;-76.9841;-55.4517;-62.596;-33.4348;-120.699;60.7759;-35.1193;-123.615;-60.222;43.3982;-50.3599;63.1024;42.9861;-50.4079;0.0785316;-62.7317;-42.2237;-79.1604;38.948;-122.492;79.6418;36.8196;-121.586;-91.6086;67.9034;-132.645;94.2463;63.4487;-129.585;-82.0547;0.408413;-123.324;82.3768;-1.91916;-125.115;-98.2273;46.8622;-148.943;95.5794;39.6625;-148.78;-84.6767;58.6228;-120.582;85.9849;57.0507;-117.691;-73.7;1.79657;-120.28;74.4206;0.957243;-119.805;-82.965;50.3705;-121.209;82.8981;46.7952;-117.396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02077_01_ECA.obj;;;;-45.9416;43.6951;-36.3946;41.9898;39.6452;-37.1901;-19.3377;39.1305;-33.2734;15.8924;38.3053;-33.4461;-34.7026;46.9444;-29.8054;33.1642;43.6733;-31.4118;-35.3524;38.1507;-33.019;32.4502;36.5622;-33.6913;-0.104988;56.7972;-7.9198;-0.0754594;-13.4323;-21.4364;-18.2404;-2.46661;-23.8263;16.7773;-1.7775;-24.8895;-0.0966786;42.5106;-14.974;0.00455736;0.17908;-0.512785;0.0169294;-25.9439;-22.9111;-0.0199163;-34.8997;-28.6686;-0.0922002;-45.387;-30.732;-27.0652;-33.2934;-43.6727;23.2986;-30.7631;-44.9078;-6.81442;-24.8463;-23.4311;6.2993;-24.22;-24.381;0.0767503;-53.022;-40.299;-0.0724458;-80.4548;-60.4038;-65.4017;-23.3617;-118.137;60.7063;-28.5269;-121.372;-58.3125;45.32;-46.932;53.1742;39.2761;-47.6907;0.0146151;-63.72;-41.1859;-76.5793;42.9268;-123.878;73.3048;35.1074;-127.89;-86.8005;72.834;-133.896;87.7965;60.7259;-133.614;-77.995;8.99602;-127.002;74.5528;1.85887;-128.517;-90.2485;47.8458;-149.427;89.0959;40.7229;-149.548;-81.1744;64.0791;-121.739;80.4172;55.3612;-122.506;-73.4768;8.55675;-124.25;68.9544;1.65698;-124.083;-76.9742;51.236;-123.378;77.3376;45.5295;-122.868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02078_01_ECA.obj;;;;-45.4254;39.5667;-44.2428;39.7677;37.5818;-40.3382;-18.7254;36.7868;-41.0997;14.6718;37.0598;-41.0384;-34.439;41.8823;-37.4228;31.2015;40.6516;-37.2635;-34.4691;35.2581;-41.2077;30.7696;35.5055;-39.4191;-0.0318557;56.1418;-16.9598;-0.00719392;-11.5031;-20.8207;-19.3028;-1.21413;-24.507;17.6086;-1.03567;-25.7402;0.042427;44.9488;-24.3371;0.0495966;0.0562832;-0.0191226;0.0798795;-27.5853;-25.9454;-0.0223855;-31.443;-30.7925;-0.0759983;-37.6409;-29.6915;-29.042;-29.4395;-45.5773;25.3212;-30.1646;-42.2521;-9.85098;-26.132;-26.9194;5.65481;-26.2903;-26.1363;0.0559138;-47.9768;-39.0324;-0.094941;-72.8983;-48.5454;-61.0489;-34.8912;-120.332;66.5777;-33.923;-121.096;-59.2293;39.4119;-53.6218;54.528;37.3543;-50.8177;0.0838096;-58.9461;-36.2018;-76.7655;36.9415;-126.614;80.9762;35.2798;-125.562;-94.5548;63.5712;-131.935;96.1917;59.9473;-132.588;-77.5368;4.93755;-128.1;82.0281;2.10833;-127.231;-99.5798;45.0915;-143.553;99.3119;41.464;-148.479;-85.2378;52.1351;-119.265;86.8261;49.5102;-120.298;-72.5459;2.35748;-124.114;78.098;1.16579;-120.294;-83.1355;47.0063;-120.55;84.1893;42.6707;-121.427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02083_01_ECA.obj;;;;-40.5285;35.6146;-34.344;42.5047;34.2078;-34.8984;-14.4274;33.4082;-30.4124;16.7244;31.7974;-30.6144;-28.1366;38.4163;-27.1097;31.0112;37.7153;-25.4272;-28.6195;31.392;-31.166;31.7436;29.4694;-30.5125;-0.0101875;50.2907;-11.689;0.0854976;-12.7368;-15.8744;-15.3366;-4.03764;-20.4653;14.737;-4.47327;-17.982;0.0768959;37.4632;-13.9269;-0.0367015;-0.0348273;-0.0219122;0.0572302;-25.7047;-17.4946;-0.0910342;-33.133;-24.5952;0.0480236;-41.9989;-26.6322;-21.6716;-28.549;-36.1727;22.6396;-29.8498;-35.7162;-7.57193;-24.6306;-18.8496;6.89907;-24.8963;-18.2795;0.0942939;-48.2244;-35.1797;0.00220775;-67.0135;-54.085;-50.9213;-23.2252;-113.488;51.2726;-24.9343;-108.301;-51.5564;37.4575;-48.1174;54.885;36.0426;-47.7565;-0.0957507;-52.518;-36.0296;-65.4147;33.1187;-108.872;68.8018;27.5868;-106.296;-77.519;59.905;-124.152;80.3525;52.7561;-121.184;-68.5507;5.15342;-117.217;70.7637;-0.818617;-113.657;-79.7394;43.3887;-134.31;85.8016;33.56;-131.353;-69.8394;52.4975;-110.594;75.7203;45.1121;-106.595;-61.6509;7.43845;-110.051;64.0623;2.69922;-107.148;-67.6275;43.8428;-110.953;71.0966;35.3918;-106.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02084_01_ECA.obj;;;;-42.9126;34.7576;-33.6785;41.3978;34.2357;-32.309;-13.7581;33.3414;-30.4526;13.107;33.2629;-30.5597;-28.1799;38.801;-25.1756;30.167;37.9426;-24.2992;-28.7203;29.6625;-28.5824;30.4605;28.9858;-28.2314;0.0184734;50.7907;-15.6254;0.003711;-10.481;-16.1961;-17.161;-3.32195;-18.9431;16.5214;-3.02898;-19.1579;-0.00643543;37.6164;-19.541;-0.0781734;-0.0159674;-0.00692722;0.0487469;-26.3384;-18.8974;0.00523112;-32.629;-25.3653;-0.0365415;-42.205;-26.3955;-24.7062;-31.3542;-39.2396;26.1133;-29.4423;-37.927;-8.48925;-24.917;-19.8568;7.34021;-24.5273;-18.9512;0.0977535;-48.7585;-33.2516;0.0882007;-71.86;-45.2132;-56.6445;-31.3499;-105.805;55.7453;-32.5115;-111.318;-59.6243;37.6568;-47.6816;58.304;36.1124;-47.4714;0.0646115;-57.252;-32.3823;-68.6251;33.1128;-105.74;71.9844;29.2472;-107.793;-82.2197;61.6779;-119.048;88.1293;54.8033;-121.245;-72.3045;2.28384;-116.048;75.2135;-0.605131;-117.118;-84.7809;38.0518;-136.218;89.8246;37.7379;-137.408;-69.3572;48.0207;-106.645;75.2951;45.1626;-105.571;-65.9468;3.76711;-108.882;68.6125;-1.11597;-112.327;-68.3998;38.8224;-108.297;75.3933;37.33;-106.569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02088_01_ECA.obj;;;;-42.8762;40.2616;-34.8235;40.9153;42.5193;-36.6032;-14.912;37.4141;-33.9305;14.0651;38.7611;-34.1185;-30.4731;44.7913;-27.1692;29.5435;46.3578;-29.1121;-30.6351;34.4797;-30.59;29.9115;35.9166;-31.8182;0.00968237;55.7544;-16.7301;0.0690231;-11.1039;-21.931;-18.2469;-2.43328;-24.7077;14.7535;-3.31172;-25.8062;-0.0842191;42.7105;-17.8578;-0.0962133;-0.0310645;-0.0861083;0.0351013;-24.4214;-28.3636;0.0559146;-29.341;-33.6996;-0.00694976;-37.7599;-34.5672;-24.5028;-25.9865;-46.7116;24.7294;-25.151;-47.5616;-7.28955;-22.2402;-28.0025;5.76088;-21.889;-28.2783;-0.0869876;-46.4792;-47.2508;-0.019221;-70.5791;-63.5769;-54.5647;-18.6381;-118.321;48.4874;-20.6326;-124.413;-60.3487;41.568;-50.5298;56.1339;42.8249;-50.7504;-0.0450932;-56.4234;-47.7454;-71.6114;38.3693;-110.373;66.5419;36.3092;-114.811;-86.8415;62.8416;-124.633;80.773;61.3836;-123.483;-67.923;7.7647;-119.987;62.4018;5.21437;-121.364;-86.8488;43.2118;-141.651;84.09;45.7316;-141.071;-77.9876;54.4361;-111.323;67.9047;50.383;-110.384;-65.2565;9.60625;-114.792;60.4308;6.25605;-117.225;-73.9299;44.7736;-112.473;68.1146;44.7209;-111.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02090_01_ECA.obj;;;;-43.2085;35.6782;-36.2641;42.6665;36.366;-37.0532;-14.8546;34.8406;-31.5589;15.2612;35.8755;-32.0451;-31.1869;39.5812;-25.961;31.0729;41.0229;-27.6554;-31.5037;30.7598;-31.6168;30.9436;31.6213;-32.0431;0.086481;54.2013;-11.8628;-0.0554904;-11.0369;-17.5156;-16.2052;-5.11365;-20.6012;15.5031;-5.7059;-19.1105;-0.00577853;37.2095;-16.1349;-0.0946408;0.0784815;-0.0185842;0.0119144;-23.9499;-21.1312;0.0309285;-30.8457;-28.8963;0.0474192;-39.4862;-28.5417;-23.9876;-29.8851;-39.0307;24.538;-29.4289;-36.0611;-6.35279;-21.0479;-21.1054;5.21093;-21.2108;-21.0582;-0.058318;-46.294;-34.4292;0.0425507;-71.8989;-46.7544;-56.2923;-29.4305;-103.288;53.8232;-29.3996;-104.723;-57.2333;38.1824;-49.4613;57.3757;39.0942;-50.9052;0.0600826;-57.6338;-33.9132;-71.0907;29.509;-108.216;72.8248;30.6125;-110.218;-86.0238;54.4481;-123.017;86.0494;55.5247;-126.608;-66.6591;1.93136;-113.435;66.2574;4.43494;-111.911;-89.9929;42.8944;-136.246;87.5318;39.5095;-138.506;-76.4096;43.494;-110.593;77.238;47.8537;-112.895;-66.9795;2.0899;-113.538;66.2391;4.42938;-112.126;-75.1844;41.6973;-109.764;74.4537;40.7869;-113.566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02092_01_ECA.obj;;;;-45.9178;38.6544;-43.9861;48.1146;39.4917;-41.6561;-16.5758;34.9396;-35.4813;18.8915;35.2028;-35.2586;-33.05;42.7219;-32.8753;35.8953;42.6496;-31.255;-33.1906;31.5648;-35.4745;36.6705;31.0149;-34.5765;-0.0339061;51.3383;-14.3721;-0.0406002;-11.0108;-22.1512;-18.8502;-3.00874;-23.2811;17.3022;-3.72973;-22.6831;4.30291;39.6377;-15.6209;-0.0258775;0.0455652;-0.0209473;-0.0879991;-24.2255;-28.1165;-0.0025518;-29.8145;-33.5842;-0.0271576;-37.8802;-33.67;-24.0225;-27.246;-45.2766;25.6454;-28.3082;-43.8079;-7.42663;-20.6725;-27.9233;6.70017;-20.8687;-27.5666;0.0337199;-47.9175;-41.273;-0.00859691;-73.8116;-53.1671;-54.8896;-27.2488;-124.114;59.244;-26.0278;-118.556;-57.4242;41.0069;-53.7337;59.7431;40.7081;-51.9306;-0.0253582;-60.3205;-40.8884;-68.3847;32.8534;-122.163;73.2389;30.9355;-121.214;-83.7163;61.706;-129.077;92.3242;63.0479;-125.496;-69.5203;1.06516;-131.435;75.8339;5.74941;-131.347;-81.6856;44.5619;-149.581;95.397;48.0489;-141.833;-72.9062;51.7573;-118.588;72.434;52.3641;-116.548;-64.3196;5.04894;-125.576;71.2775;9.50828;-123.866;-66.4596;43.3034;-123.102;74.2422;46.7061;-117.675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02094_01_ECA.obj;;;;-46.7929;43.5364;-44.9125;43.0771;46.047;-43.0179;-16.6066;40.3539;-40.7629;13.2924;40.0055;-39.4767;-34.124;45.3181;-34.7074;31.9696;48.4671;-33.1585;-34.0319;34.6865;-38.9479;32.1013;37.6037;-38.0971;0.0562602;56.8971;-15.733;0.0787984;-11.5516;-22.2354;-15.6973;-4.73217;-25.3516;16.6409;-4.80379;-23.948;-0.0657452;43.127;-21.0972;0.0069097;-0.0627658;-0.00566911;-0.0351747;-27.2366;-24.7738;-0.0866596;-31.7488;-30.2698;-0.0273889;-39.7041;-32.4124;-28.3342;-27.0304;-44.7074;24.6228;-29.8373;-40.3683;-8.41031;-25.3871;-25.8104;7.56812;-25.2858;-24.9057;0.0227039;-46.4143;-42.4904;0.00416002;-71.9988;-54.1277;-61.9592;-25.993;-120.949;52.613;-30.078;-121.185;-58.5669;45.9073;-56.2762;57.3281;45.8248;-56.9722;0.0184663;-55.4434;-41.2609;-75.9614;37.8877;-121.698;69.8149;35.7888;-118.186;-92.5416;69.4264;-138.493;82.965;67.5823;-138.84;-69.8036;9.57792;-122.618;68.8157;6.07489;-125.288;-90.5364;50.3846;-157.283;81.7816;42.6188;-154.409;-85.9579;59.7688;-123.871;74.5355;57.2418;-118.796;-69.8036;9.57792;-122.618;65.7302;7.33532;-118.957;-81.6514;51.0891;-124.065;71.7272;45.9786;-118.601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02095_01_ECA.obj;;;;-47.6205;34.0534;-33.4073;45.4667;32.5419;-32.2209;-16.9236;29.3259;-28.8771;16.4781;29.0062;-29.6648;-33.7175;38.6045;-22.8052;33.9297;38.1387;-22.5298;-34.1949;26.4168;-25.9958;34.0222;25.8145;-26.1617;-0.00843774;49.1761;-8.64625;-0.0313395;-11.1475;-14.4842;-16.4871;-3.38307;-18.1725;14.8206;-3.69172;-17.4199;0.069529;35.07;-14.0531;0.0398534;-0.0330588;-0.0263065;0.0780608;-26.3664;-14.8975;0.010574;-32.5265;-19.7811;0.0657712;-40.4275;-18.5932;-29.2968;-29.7997;-32.39;26.611;-32.2845;-32.3372;-5.60748;-24.66;-15.3534;6.04;-24.9996;-15.3996;-0.0752291;-52.3537;-27.6847;-0.0479752;-75.7574;-40.432;-56.1528;-31.9677;-105.307;52.502;-31.4288;-110.592;-59.7146;36.0556;-47.5551;59.4397;35.2246;-47.8094;0.0404155;-61.8271;-28.889;-68.9648;28.5782;-111.752;70.0473;25.6393;-114.651;-78.7396;54.7053;-121.379;79.6876;50.2894;-128.032;-65.0111;-4.47315;-115.518;65.1254;-7.2277;-122.095;-77.4851;33.2427;-137.551;78.287;30.6257;-143.072;-74.1235;47.6272;-109.37;75.6877;43.7902;-115.335;-65.609;-4.09978;-115.727;61.5479;-7.07681;-118.475;-69.708;33.7367;-111.8;71.2258;29.9562;-116.615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02097_01_ECA.obj;;;;-44.8192;36.6689;-39.9056;45.5804;38.0839;-36.3984;-14.3415;31.679;-32.9778;16.5019;32.8955;-33.1681;-30.4731;41.9021;-29.3056;33.3034;43.2051;-27.6663;-30.7365;30.1262;-31.8679;33.6857;30.9154;-30.5296;0.0161677;55.8279;-12.8827;-0.019193;-13.2379;-19.2489;-17.5351;-4.19443;-20.0521;16.6884;-4.25167;-19.5948;-0.0157329;36.7214;-19.236;0.00880394;-0.0148437;-0.0906946;0.0238761;-23.4701;-20.8274;0.0097994;-29.6977;-26.012;-0.0147256;-39.1189;-26.8795;-23.0949;-28.7791;-39.2087;26.582;-27.4965;-39.4276;-7.25188;-22.3613;-21.5476;8.72432;-22.5828;-21.5843;-0.0120834;-46.5393;-31.5587;0.0387207;-69.4326;-42.9358;-43.7716;-35.3746;-115.369;53.4389;-34.7686;-113.058;-56.4428;39.6903;-50.4153;61.0609;37.7682;-51.971;0.056916;-56.0154;-30.3193;-66.4298;31.3279;-114.028;75.0247;31.454;-112.219;-77.8137;63.7085;-132.895;88.8308;62.2181;-129.112;-66.86;0.423892;-126.77;76.0865;0.555035;-121.784;-78.4424;46.193;-148.343;88.8808;41.8584;-145.566;-71.1088;50.2069;-114.121;79.7003;50.2266;-110.374;-59.6212;-0.12449;-115.055;69.8026;1.33406;-113.714;-70.1137;44.4793;-113.191;77.9475;42.0811;-111.741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02098_01_ECA.obj;;;;-43.4453;33.6021;-35.306;43.183;34.6785;-35.1566;-14.7713;30.7102;-30.8007;14.3326;31.3173;-31.2607;-30.9447;38.7201;-25.9483;30.1749;39.7827;-26.3073;-31.2139;28.0045;-28.5185;30.6877;29.262;-28.4616;-0.0469038;50.4461;-14.7196;-0.0843987;-12.6623;-20.8975;-17.7693;-3.44275;-20.4198;16.2229;-3.98335;-19.4307;0.0850067;34.1165;-17.853;-0.0212336;-0.0784452;-0.032408;-0.0301094;-22.3472;-21.0117;-0.0483901;-27.8172;-25.1322;-0.0270049;-36.3522;-25.4573;-22.993;-27.0028;-37.5801;23.3169;-26.3173;-36.8929;-7.49255;-20.211;-21.6701;6.34734;-20.523;-21.5594;0.0306897;-43.3536;-32.824;0.0390629;-66.8421;-46.3107;-54.0728;-28.6957;-104.686;48.0318;-30.7466;-103.067;-57.1816;35.4812;-50.446;56.2985;36.7313;-50.3421;-0.020409;-54.3324;-31.1515;-69.357;30.1589;-114.013;65.7115;32.6695;-111.949;-85.4924;57.0494;-125.004;80.8311;59.6513;-123.092;-73.6807;0.976855;-120.883;73.119;2.68699;-117.096;-84.0425;39.405;-142.402;82.8456;40.7383;-136.74;-73.6234;44.417;-111.363;71.8877;49.7363;-108.64;-64.4506;5.33437;-113.274;61.7806;4.23454;-111.941;-71.4472;39.384;-112.849;69.6081;40.9121;-111.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
